ID,COUNTRY,C_ID,TYPE,TYPE2,XCOO,YCOO,XLAEA,YLAEA,ALT,CIA,sand,silt,clay,sand_norm,silt_norm,clay_norm,soiltype,soilclass,climate,MeanTemp,AnnPrec,PM,CEC,pH_CaCl2,TOC,Ag,Al,As,Au,B,Ba,Be,Bi,Ca,Cd,Ce,Co,Cr,Cs,Cu,Fe,Ga,Ge,Hf,Hg,In,K,La,Li,Mg,Mn,Mo,Na,Nb,Ni,P,Pb,Pd,Pt,Rb,Re,S,Sb,Sc,Se,Sn,Sr,Ta,Te,Th,Ti,Tl,U,V,W,Y,Zn,Zr,C_tot,S_tot,SiO2,Si_XRF,TiO2,Ti_XRF,Al2O3,Al_XRF,Fe2O3,Fe_XRF,MnO,Mn_XRF,MgO,Mg_XRF,CaO,Ca_XRF,Na2O,Na_XRF,K2O,K_XRF,P2O5,P_XRF,SO3,S_XRF,Cl_XRF,F_XRF,LOI,As_XRF,Ba_XRF,Bi_XRF,Ce_XRF,Co_XRF,Cr_XRF,Cs_XRF,Cu_XRF,Ga_XRF,Hf_XRF,La_XRF,Mo_XRF,Nb_XRF,Ni_XRF,Pb_XRF,Rb_XRF,Sb_XRF,Sc_XRF,Sn_XRF,Sr_XRF,Ta_XRF,Th_XRF,U_XRF,V_XRF,W_XRF,Y_XRF,Zn_XRF,Zr_XRF,208_207,207_208,208_206,206_208,206_207,207_206,SUSCEPTIBILITY,SUSCEPTIBILITY/FE2O3
4192,FRA,55,Ap,ApS,-2.416,48.0576,3400001.613,2849233.483,97,76.1,48,41,16,46,38.6,15.4,sL,m,Temp,11.1,798,schist,11.2,5.06,2.1,0.0385,9996,7.722,0.001150,1.02,32.2,0.2999,0.1920,1369,0.1377,27.6,7.02,20.38,0.923,12.47,18922,3.103,0.0100,0.02675,0.03951,0.01399,797,14.298,13.148,1389,428,0.370,36.8,0.492,10.61,705,14.45,0.00050,0.00050,11.17,0.000560,213,0.7206,1.0448,0.6422,0.4168,7.1,0.0025,0.0100,2.210,58.8,0.0778,0.792,30.6,0.0923,2.54,38.1,1.043,2.36,0.015,74.56,348523,0.793,4754,9.93,52555,3.24,22662,0.06,465,0.48,2895,0.324,2316,0.66,4896,1.883,15632,0.178,777,0.005,0.002,0.001,0.025,7.64,8,358,1.5,61,8,73,6,12,10,10,10,1,12,14,19,79,2.5,9,2,58,2.5,8,1.5,83,2.5,31,51,380,2.481435066,0.403068109,2.072452308,0.482382367,1.197453858,0.83509422,1.262995072,0.389813294
4193,POL,88,Ap,ApN,16.0566,51.3249,4742627.041,3152373.711,133,65.7,120,2,1,97.8,1.4,0.8,S,ll,Temp,8.5,563,quartz,8.7,4.59,1.6,0.0309,2694,2.279,0.000291,0.69,33.0,0.0888,0.0641,573,0.1276,4.6,0.86,2.51,0.308,6.49,1662,0.720,0.0100,0.00500,0.05783,0.00403,161,2.395,3.166,192,62,0.177,6.2,0.103,1.81,225,13.55,0.00050,0.00050,2.74,0.000808,168,0.1535,0.3379,0.2946,0.4418,3.2,0.0025,0.0100,0.340,20.2,0.0513,0.347,2.9,0.0369,0.82,13.7,0.279,2.02,0.02,91.41,427286,0.101,606,2.57,13602,0.37,2588,0.011,85,0.08,482,0.149,1065,0.27,2003,0.832,6907,0.059,257,0.005,0.002,0.001,0.025,4.05,1.5,182,1.5,10,1.5,5,1.5,7,1,2.5,10,1,1,1.5,15,31,2.5,1,2,27,2.5,2.5,1.5,9,2.5,7,18,79,2.45917165,0.406662176,2.0819636,0.4804267,1.18154401,0.846363707,0.019347305,0.052290014
4195,SWE,49,Ap,ApN,13.5185,62.4266,4503481.97,4373977.531,402,62.5,38,34,5,48.9,44.1,6.9,lS,l,BoTe,2.3,633,other,15.6,5.28,3.3,0.0357,6374,0.419,0.001385,0.50,48.1,0.1930,0.1171,2831,0.0936,11.6,2.12,8.49,0.516,8.45,7081,1.905,0.0232,0.00500,0.03449,0.00437,335,7.914,3.899,1369,276,0.587,32.2,0.825,3.22,642,6.51,0.00050,0.00050,7.69,0.001955,447,0.1749,0.6751,0.6546,0.6511,14.2,0.0025,0.0100,0.234,255.0,0.0529,0.812,13.9,0.0908,4.02,34.1,0.387,4.23,0.037,73.05,341464,0.437,2620,7.89,41758,2.44,17066,0.058,449,0.74,4462,1.465,10470,1.48,10979,2.12,17599,0.197,860,0.03,0.012,0.003,0.025,9.88,1.5,511,1.5,42,4,25,1.5,7,8,2.5,10,1,10,6,11,63,2.5,7,2,122,2.5,6,1.5,46,2.5,20,44,215,2.459963971,0.406408726,2.050596284,0.487567783,1.2002502,0.833203667,0.188021427,0.077057962
4196,POL,112,Ap,ApS,16.7555,50.3775,4800790.296,3051633.16,382,67.1,34,49,17,34.2,49.1,16.7,sL,m,Temp,7.2,609,schist,13.8,4.39,1.2,0.0331,14187,21.008,0.000529,1.72,65.9,0.7904,0.1971,1425,0.2239,35.0,10.01,37.26,1.323,14.25,20060,4.785,0.0517,0.02089,0.05207,0.02740,1535,17.206,14.008,3607,512,0.409,44.0,0.805,16.62,458,19.18,0.00050,0.00050,17.93,0.000250,141,0.3631,3.2234,0.3876,0.8967,10.6,0.0025,0.0282,4.172,462.1,0.1464,1.163,43.8,0.2070,5.56,47.3,1.388,1.31,0.011,71.34,333471,0.739,4430,11.34,60017,3.87,27068,0.083,643,1.21,7297,0.837,5982,1.39,10312,2.555,21210,0.142,620,0.005,0.002,0.004,0.025,6.18,23,613,1.5,63,11,92,5,12,12,11,10,1,15,24,24,100,2.5,10,2,118,2.5,14,3,81,2.5,28,63,432,2.480817914,0.403081814,2.066490604,0.483885417,1.200838294,0.832600327,0.125760691,0.032496303
4197,NOR,16,Ap,ApN,29.2561,69.7036,5064166.803,5279566.537,52,66.3,66,53,1,55.1,44.1,0.8,zS,ll,Spbo,0.8,462,org,18,3.68,9.9,0.0099,7574,0.559,0.000811,1.83,32.2,0.2314,0.0583,2350,0.0616,35.7,3.62,19.96,0.438,12.85,11929,4.269,0.0800,0.02181,0.02385,0.01158,748,22.397,5.119,1892,71,0.492,83.1,2.424,10.39,1213,5.66,0.00175,0.00050,7.94,0.000250,698,0.0254,1.7111,0.3224,0.4467,87.1,0.0025,0.0100,1.617,673.3,0.0457,0.582,30.0,0.0973,5.41,23.8,1.380,11.3,0.049,50.33,235262,0.559,3351,10.25,54248,4.29,30006,0.056,434,1.4,8443,2.328,16638,2.22,16469,1.445,11996,0.298,1301,0.005,0.002,0.003,0.025,26.6,1.5,411,1.5,54,11,57,1.5,8,13,2.5,10,1,8,21,10,48,2.5,10,2,245,2.5,2.5,1.5,82,2.5,17,45,172,2.673398954,0.374059848,2.047045053,0.488496109,1.306525194,0.765314612,0.372891242,0.086921035
4198,HEL,25,Ap,ApS,19.8747,39.6114,5171081.549,1890814.697,7,66.1,58,28,15,57.7,27.6,14.7,lS,l,Medi,17.0,1132,green,20.5,5.49,1.2,0.0269,8930,6.516,0.004091,3.43,48.3,0.5071,0.1552,2782,0.1739,22.2,17.29,61.35,0.707,15.37,16133,2.621,0.0270,0.04102,0.01442,0.02022,909,10.649,11.189,4089,785,0.260,58.3,0.247,110.08,267,34.06,0.00050,0.00050,16.16,0.000250,51,0.2050,2.8739,0.3991,0.4539,10.7,0.0091,0.0382,2.183,72.8,0.1062,0.310,25.2,0.0156,8.12,38.1,1.632,1.34,0.005,76.98,359835,0.468,2806,8.29,43875,2.89,20214,0.085,658,1,6030,0.704,5031,1.55,11499,1.526,12668,0.07,305,0.02,0.008,0.001,0.025,6.08,8,279,1.5,39,19,861,4,15,7,2.5,10,1,8,117,34,63,2.5,7,2,73,2.5,6,1.5,65,2.5,20,49,155,2.467652606,0.405316229,2.086987046,0.479129934,1.182190692,0.845807762,0.068318996,0.023639791
4199,GER,40,Ap,ApN,11.6667,52.5833,4433960.9,3276202.542,45,63.4,46,40,11,47.3,41.1,11.7,lS,l,Temp,8.8,539,quartz,8.7,4.58,0.6,0.0226,3648,2.239,0.000660,2.24,23.4,0.2880,0.0885,522,0.0972,24.0,2.84,7.33,0.398,5.34,5704,1.313,0.0215,0.00500,0.02037,0.00835,961,11.818,4.369,829,304,0.206,14.7,0.614,4.38,362,17.74,0.00050,0.00050,11.60,0.000250,91,0.1683,0.8082,0.1513,0.3696,8.2,0.0025,0.0100,1.227,87.7,0.0803,0.458,11.9,0.1802,3.44,19.5,0.426,0.71,0.005,88.54,413870,0.399,2392,4.6,24346,1.14,7974,0.047,364,0.25,1508,0.301,2151,0.56,4154,1.602,13299,0.09,393,0.005,0.002,0.003,0.025,2.3,4,320,1.5,37,6,26,1.5,2.5,4,10,10,1,12,6,14,49,2.5,5,2,58,2.5,2.5,1.5,31,2.5,16,25,410,2.497393405,0.400389528,2.054798664,0.486614292,1.215271173,0.822831653,0.082107738,0.072024332
4201,GER,8,Ap,ApN,9.4167,54.0833,4282816.587,3441984.44,29,68.7,78,20,3,77.5,19.6,2.9,S,ll,Temp,8.3,820,quartz,13.4,5.93,2.3,0.0112,5217,3.429,0.001329,2.98,12.8,0.1734,0.1258,2346,0.2147,11.9,1.83,12.60,0.409,8.44,6682,1.870,0.0408,0.00500,0.03899,0.01496,449,5.897,3.789,502,162,0.293,18.0,0.522,4.78,723,12.85,0.00050,0.00050,5.37,0.000250,372,0.1899,0.5427,0.5859,0.6932,9.7,0.0054,0.0100,0.841,83.6,0.0461,0.611,27.8,0.3276,1.76,28.7,0.271,2.71,0.019,85.94,401717,0.333,1996,3.54,18735,1.3,9093,0.031,240,0.17,1025,0.437,3123,0.31,2300,1.021,8476,0.184,803,0.005,0.002,0.006,0.025,6.61,4,216,1.5,10,1.5,33,5,2.5,4,9,10,1,6,8,14,33,2.5,3,2,42,2.5,6,1.5,40,2.5,11,37,338,2.494076496,0.400967133,2.076854674,0.481534181,1.201103014,0.832604996,0.286169647,0.220130498
4202,AUS,4,Ap,ApS,11.1306,47.2911,4406582.464,2687038.19,616,69.6,59,22,9,65.7,24.5,9.8,lS,l,Temp,8.4,912,other,19.6,6.65,2.4,0.0789,12083,9.522,0.001945,2.59,96.1,0.3500,0.3209,7427,0.2770,27.9,9.28,25.07,2.356,27.10,20472,3.953,0.0452,0.00500,0.11360,0.02150,2699,13.487,17.723,7094,407,0.976,48.7,1.231,18.55,1206,24.44,0.00050,0.00050,44.14,0.000250,419,1.1547,2.0992,0.2871,1.6266,23.1,0.0025,0.0210,3.435,424.0,0.2653,1.729,29.5,0.1602,7.00,78.4,0.050,2.87,0.031,63.81,298273,0.71,4257,13.03,68961,4.76,33293,0.116,898,1.71,10312,2.173,15530,2.1,15579,2.073,17209,0.36,1571,0.1,0.04,0.005,0.025,8.8,12,492,1.5,69,11,60,5,19,16,5,10,1,14,21,32,102,2.5,13,2,167,2.5,8,1.5,83,2.5,31,119,211,2.468636234,0.40502283,2.081165491,0.480408311,1.185365975,0.843522686,0.278761578,0.058563357
4203,SPA,50,Ap,ApS,-1.1825,42.2817,3399309.25,2199326.206,507,29,20,50,22,22.1,54,23.9,sL,m,Medi,12.0,623,chalk,21.3,7.49,3.6,0.0142,10038,8.261,0.000764,3.52,65.4,0.5618,0.2311,159642,0.2048,12.9,7.18,15.14,1.050,11.53,18460,2.278,0.0100,0.06278,0.01276,0.01745,1120,5.789,22.305,5450,357,0.371,98.0,0.233,19.20,410,15.54,0.00306,0.00166,8.09,0.000250,166,0.4997,2.9002,0.1557,0.4802,485.0,0.0025,0.0383,3.062,13.9,0.0599,0.693,15.3,0.0656,8.59,35.9,1.541,6.1,0.005,39.07,182628,0.466,2794,8.61,45569,3.27,22871,0.054,418,1.32,7960,22.16,158378,0.34,2522,1.44,11954,0.116,506,0.08,0.032,0.001,0.07,22.76,9,246,4,58,5,52,1.5,15,10,2.5,10,1,10,25,12,70,2.5,5,2,541,2.5,7,3,81,2.5,20,57,134,2.478756494,0.403435681,2.079512105,0.480832637,1.192398344,0.838557206,0.122492583,0.037459506
4204,SWE,125,Ap,ApN,18.3712,62.9233,4747138.542,4449957.143,39,58.1,41,39,16,42.5,40.9,16.6,sL,m,BoTe,3.4,642,granite,15.3,4.84,2.8,0.0547,12897,4.062,0.001870,1.59,95.3,0.4570,0.2215,3957,0.1745,52.7,11.46,29.77,2.392,26.49,24269,4.955,0.0551,0.08680,0.05206,0.03012,2378,25.989,19.411,5187,408,0.788,131.4,1.902,17.17,1204,22.36,0.00050,0.00113,42.97,0.000250,299,0.1930,3.8023,0.3420,1.4807,16.2,0.0025,0.0100,5.593,715.5,0.2679,2.083,31.6,0.2054,12.36,86.0,4.735,3,0.023,61.57,287802,1.072,6427,12.89,68220,6.11,42735,0.103,798,1.74,10493,2.43,17367,2.37,17582,2.675,22206,0.373,1628,0.005,0.002,0.001,0.09,8.35,4,592,1.5,62,16,57,6,18,17,11,10,1,13,21,31,123,2.5,15,2,163,2.5,11,1.5,97,2.5,30,119,229,2.505544954,0.399049234,1.904405892,0.525208086,1.31693385,0.759153672,0.315477928,0.051633049
4205,GER,146,Ap,ApS,9.5833,47.5833,4289636.057,2718945.691,419,71.6,53,30,13,55.2,31.4,13.4,lS,l,Temp,9.2,1073,other,21.8,6.91,2.5,0.0672,11202,10.848,0.008422,3.56,61.4,0.6607,0.2889,19230,0.2979,20.4,8.16,43.26,0.890,61.46,19669,3.197,0.0100,0.01913,0.04496,0.01908,1437,10.434,14.139,5256,865,0.487,33.6,0.669,32.48,1272,33.78,0.00050,0.00102,17.93,0.000250,409,0.4539,2.9811,0.3776,2.1572,61.5,0.0052,0.0302,2.129,80.1,0.1176,0.725,42.6,0.4936,13.00,61.3,0.608,3.22,0.032,68.08,318232,0.461,2764,9.11,48215,3.65,25529,0.131,1015,1.29,7779,3.101,22163,1.22,9051,1.487,12344,0.32,1397,0.12,0.0481,0.001,0.025,10.78,12,267,1.5,50,11,92,6,54,10,2.5,10,1,10,36,41,72,2.5,10,5,130,2.5,8,3,89,2.5,29,82,188,2.460531568,0.406424998,2.076836527,0.481399601,1.184540213,0.844304286,0.39665324,0.10867212
4206,FRA,35,Ap,ApS,-1.858,48.5786,3450027.811,2899724.459,5,70.3,25,44,26,26.2,46.5,27.3,L,s,Temp,11.5,725,chalk,21.5,7.4,1.1,0.0324,8564,4.802,0.000737,15.91,28.6,0.5414,0.1661,123987,0.1851,25.4,5.10,21.63,2.291,9.12,13140,2.376,0.0100,0.07191,0.02296,0.01397,1821,13.227,12.481,5201,302,0.121,780.9,0.399,11.59,722,12.74,0.00209,0.00050,22.39,0.000250,486,0.1550,1.7680,0.2162,0.8240,745.4,0.0025,0.0493,2.083,106.7,0.1513,0.713,18.2,0.0643,7.41,33.1,1.741,4.88,0.043,49.22,230073,0.515,3087,6.84,36201,2.48,17346,0.05,387,1.16,6995,17.42,124501,0.86,6380,1.365,11332,0.206,899,0.17,0.0681,0.001,0.025,19.35,5,249,1.5,55,6,53,4,10,7,7,10,1,11,13,15,61,2.5,6,2,788,2.5,6,1.5,50,2.5,24,49,253,2.476842096,0.4037475,2.079617394,0.480922363,1.19173927,0.839109294,0.085165888,0.034341084
4207,FIN,1,Ap,ApN,20.4333,60.05,4901358.554,4148294.53,14,70.3,44,40,16,43.7,40.4,15.9,sL,m,BoTe,4.7,552,other,20.7,5.24,3.6,0.0667,21431,4.846,0.000411,5.87,91.5,1.3146,0.2562,5167,0.5162,118.2,12.21,45.13,4.312,21.46,27785,7.467,0.0791,0.12810,0.05867,0.05527,3717,56.714,37.814,6851,404,0.738,158.7,3.209,26.14,1069,16.81,0.00050,0.00102,49.94,0.000250,364,0.1356,5.6835,0.4933,1.4249,26.2,0.0025,0.0100,8.641,841.9,0.4022,9.788,39.1,0.1449,21.40,101.3,6.480,3.89,0.035,60.58,283175,0.641,3843,12.79,67691,5.1,35671,0.071,550,1.72,10372,1.441,10299,1.44,10683,2.802,23261,0.332,1449,0.005,0.002,0.004,0.025,12.8,7,498,1.5,127,12,70,8,18,17,8,67,1,15,29,22,128,2.5,12,2,116,2.5,19,9,79,2.5,40,125,216,2.545449413,0.392890874,1.837299646,0.544192844,1.385431305,0.72190824,0.111404405,0.021844001
4208,BUL,37,Ap,ApS,24.3971,41.7514,5514771.989,2186418.156,931,64.5,58,22,18,59,22.5,18.5,sL,m,Temp,8.6,628,other,25.1,7.31,1.2,0.0422,16861,7.370,0.006750,0.85,97.5,1.0367,0.4991,25689,0.1316,22.3,11.20,36.68,3.882,19.15,20449,5.167,0.0681,0.03362,0.01162,0.02381,5159,12.113,12.616,8538,561,0.168,40.8,1.124,28.22,697,17.63,0.00050,0.00050,51.70,0.000250,149,0.6893,3.1873,0.1803,0.9394,22.6,0.0025,0.0454,7.804,791.2,0.3969,1.009,39.6,0.1552,9.13,48.1,1.074,2.13,0.012,59.61,278640,0.445,2668,14.22,75259,4.02,28117,0.087,674,1.87,11277,5.398,38580,2.09,15505,2.38,19757,0.186,812,0.05,0.02,0.007,0.025,9.39,10,465,4,45,11,49,8,14,17,9,30,1,10,28,32,108,2.5,10,2,167,2.5,16,4,76,2.5,27,62,145,2.482120005,0.402889487,2.055489287,0.486512255,1.207347468,0.828368298,0.144464785,0.035936514
4210,SRB,13,Ap,ApS,22.2117,43.9788,5315037.519,2288961.941,299,68.2,51,32,18,50.8,31.7,17.4,sL,m,Temp,10.1,654,other,15.9,7.42,0.5,0.0169,10715,13.395,0.004000,2.01,63.1,0.4071,0.1755,16097,0.1509,26.1,17.19,28.27,1.339,23.95,30466,3.360,0.0428,0.04552,0.01887,0.02020,917,11.443,18.200,4689,790,0.468,30.8,0.153,30.68,574,14.97,0.00050,0.00050,7.33,0.000250,100,0.4026,3.3161,0.1691,0.3609,33.0,0.0025,0.0318,3.322,86.7,0.0800,0.479,27.9,0.0428,7.69,57.1,2.594,0.99,0.005,66.78,312156,0.881,5282,12.5,66156,5.64,39448,0.123,953,1.19,7176,2.786,19912,1.91,14169,1.724,14312,0.146,637,0.04,0.016,0.003,0.025,6.03,17,367,1.5,53,16,83,8,19,13,9,26,1,13,35,21,64,2.5,14,2,124,2.5,6,1.5,107,6,31,72,233,2.477877599,0.403596387,2.072070062,0.482680238,1.195741363,0.836239562,0.717439011,0.127205498
4211,SWE,71,Ap,ApN,17.7824,64.3435,4698480.786,4603023.326,439,59.1,67,19,3,75.6,21.5,2.9,S,ll,Spbo,0.0,599,prec,11.1,5.1,1.8,0.0300,5219,2.492,0.000904,0.52,22.0,0.1559,0.1431,1804,0.0836,20.6,3.37,13.58,1.247,5.49,9074,2.746,0.0280,0.01885,0.01250,0.00752,623,10.140,9.043,1671,164,0.454,29.4,0.758,8.51,547,5.13,0.00050,0.00050,12.46,0.000250,147,0.0588,1.0375,0.1157,0.6456,8.3,0.0025,0.0100,1.775,338.9,0.1069,0.928,16.8,0.1382,3.57,34.1,1.275,2.03,0.013,72.71,339875,0.417,2500,10.79,57106,2.45,17136,0.049,379,0.83,5005,1.499,10713,2.31,17137,2.776,23045,0.171,746,0.005,0.002,0.005,0.025,5.78,1.5,495,1.5,37,5,51,4,6,11,2.5,10,1,9,12,16,112,2.5,7,2,165,2.5,2.5,3,48,2.5,17,46,156,2.493648767,0.401033367,1.587255526,0.630160031,1.571844573,0.636092304,0.271464032,0.110801646
4212,SWE,11,Ap,ApN,15.1504,60.7032,4602838.582,4188328.048,179,59.5,76,11,1,86.7,12.1,1.1,S,ll,BoTe,4.3,656,prec,12.7,5.25,3.8,0.0279,7488,1.798,0.000551,0.25,23.7,0.5337,0.1841,2259,0.0794,28.7,2.52,7.59,0.554,3.66,20118,2.223,0.0552,0.01327,0.03884,0.01765,247,15.940,5.677,853,203,0.535,26.2,1.620,2.70,372,10.63,0.00204,0.00050,4.27,0.000250,408,0.0799,1.2884,0.3240,0.7159,13.6,0.0025,0.0100,1.801,223.6,0.0591,1.231,48.1,0.1648,6.57,21.5,0.965,4.05,0.037,70.49,329498,0.245,1469,9.09,48109,3.57,24970,0.042,325,0.34,2050,0.827,5911,1.86,13799,2.881,23917,0.142,620,0.005,0.002,0.006,0.025,10.33,4,442,1.5,45,5,14,5,2.5,8,2.5,10,1,9,1.5,17,111,2.5,3,2,116,2.5,9,1.5,61,2.5,17,32,124,2.481774715,0.402950655,1.908027125,0.524004323,1.300595596,0.769299641,0.189989294,0.05321829
4213,FRA,219,Ap,ApS,1.6700,47.9900,3700427.211,2799077.735,121,75.4,30,34,32,30.9,35.9,33.2,L,s,Temp,10.7,635,,35.2,7.43,1.5,0.0517,20943,9.531,0.000868,6.73,108.8,1.6177,0.2616,113620,0.3316,35.9,11.54,25.57,4.225,11.71,16977,4.977,0.0100,0.27379,0.02224,0.02439,2583,19.246,14.631,3925,744,0.221,82.8,0.311,23.28,731,20.19,0.00747,0.00210,47.16,0.000250,278,0.2334,3.2720,0.1904,1.5916,149.5,0.0025,0.0206,4.440,33.1,0.3277,0.765,27.2,0.0505,10.31,37.2,7.847,4.7,0.022,47.09,220117,0.563,3375,8.59,45463,3.42,23921,0.106,821,1.02,6151,15.5,110779,0.35,2596,1.239,10286,0.22,960,0.12,0.0481,0.001,0.025,21.52,13,258,4,56,12,60,8,11,9,6,10,1,14,28,22,107,2.5,8,5,170,2.5,15,4,62,2.5,29,59,289,2.478529012,0.403477598,2.064798042,0.484337502,1.200387607,0.833396452,0.191534393,0.056004208
4214,EST,8,Ap,ApN,26.7001,59.009,5272176.4,4102173.498,77,54.2,39,45,13,40.2,46.6,13.1,lS,l,BoTe,4.8,613,other,15.6,7.04,1.3,0.0205,7392,2.495,0.000100,3.28,35.2,0.4184,0.0985,4386,0.0882,40.0,4.06,11.36,0.798,6.87,11051,2.727,0.0100,0.01092,0.01613,0.01950,1193,20.408,6.361,1464,407,0.303,31.2,0.506,8.28,420,8.77,0.00050,0.00050,16.91,0.000250,143,0.0749,1.8683,0.1820,0.4679,18.9,0.0025,0.0100,2.943,163.4,0.1146,0.753,14.0,0.0811,7.48,29.4,0.783,1.3,0.011,75.92,354880,0.404,2422,9.46,50067,2.43,16996,0.073,565,0.58,3498,1.45,10363,1.32,9793,3.063,25427,0.146,637,0.03,0.012,0.003,0.025,4.88,4,486,1.5,60,4,29,5,6,11,18,27,1,10,9,19,93,2.5,7,2,128,2.5,11,1.5,34,2.5,28,45,406,2.735605841,0.36556408,2.043839808,0.489314124,1.338799586,0.747463235,0.227476535,0.093611743
4215,UKR,111,Ap,ApN,27.6974,49.9313,5577625.64,3132541.325,272,69.2,20,58,19,20.2,60.6,19.2,lZ,m,Temp,7.3,668,loess,25.4,6.44,2.2,0.0197,10458,3.300,0.000522,3.90,59.2,0.5962,0.1057,4067,0.1183,36.2,6.11,18.38,0.811,12.19,11929,2.826,0.0533,0.17587,0.01496,0.01762,1848,17.486,7.477,1760,372,0.215,22.7,0.450,15.80,503,9.61,0.00441,0.00103,14.37,0.000250,223,0.1494,2.2800,0.3753,0.3926,16.1,0.0025,0.0100,3.864,70.3,0.0983,0.545,18.2,0.0411,8.50,26.7,5.428,2.37,0.017,77.36,361611,0.601,3603,7.31,38688,2.34,16367,0.064,496,0.57,3437,0.892,6375,0.69,5119,1.883,15632,0.156,681,0.01,0.004,0.004,0.025,7.88,5,362,1.5,68,7,70,4,12,7,18,21,1,13,17,15,64,2.5,6,2,74,2.5,8,1.5,49,2.5,29,35,512,2.545311225,0.392848175,2.040566095,0.489974882,1.247566549,0.80238825,0.193443777,0.082668281
4216,SWE,110,Ap,ApN,21.6973,68.0995,4810286.822,5039049.083,373,48.9,64,34,1,64.9,34,1,zS,ll,Spbo,-1.9,455,other,9.2,4.46,2,0.0098,9741,0.545,0.000470,0.25,44.5,0.2400,0.0418,2608,0.0382,26.6,7.90,27.77,0.410,15.34,24329,4.580,0.0604,0.03403,0.01120,0.01520,864,14.167,7.273,3875,172,0.268,96.8,1.394,12.93,1111,4.29,0.00478,0.00050,11.95,0.000250,164,0.0289,2.0140,0.2289,0.5030,12.8,0.0025,0.0225,2.389,1027.5,0.0431,0.659,48.6,0.0518,4.18,28.2,1.582,2,0.013,61.36,286821,0.935,5605,12.96,68591,6.14,42945,0.075,581,2.2,13267,3.125,22334,3.52,26113,2.135,17724,0.334,1458,0.01,0.004,0.028,0.025,6.9,1.5,677,4,53,11,68,5,12,16,8,10,1,15,21,7,57,2.5,13,2,259,2.5,2.5,1.5,111,2.5,24,49,326,2.63435152,0.379691785,1.837584607,0.544019564,1.435183112,0.696610065,3.163417389,0.515214559
4217,IRL,15,Ap,ApS,-8.6605,51.7725,3049178.003,3348797.444,82,80.7,43,43,16,41.9,42.4,15.7,sL,m,Temp,10.1,1149,other,14.8,6.27,2.1,0.0460,11772,17.360,0.001357,1.43,30.6,0.2767,0.2242,2654,0.1737,31.6,10.19,21.60,1.131,20.78,28911,4.510,0.0479,0.12273,0.04383,0.02364,624,16.611,19.363,1565,847,0.853,46.7,0.132,16.72,684,33.14,0.00301,0.00050,12.18,0.000250,231,0.4998,1.8456,1.1605,0.5891,8.3,0.0025,0.0429,2.956,14.5,0.0990,1.150,19.0,0.0291,3.64,43.6,3.331,2.21,0.022,72.02,336650,0.802,4808,10.59,56048,4.7,32873,0.121,937,0.54,3256,0.35,2501,0.36,2671,1.789,14851,0.193,842,0.01,0.004,0.001,0.025,8.3,22,305,1.5,81,10,69,6,18,14,8,43,1,15,18,33,96,2.5,10,11,38,2.5,14,1.5,86,2.5,35,55,324,2.461478445,0.406241476,2.088174216,0.478703555,1.179502363,0.84742765,2.121175894,0.45131402
4219,POL,98,Ap,ApS,15.6035,50.919,4714603.789,3104810.608,377,67.5,38,49,16,36.4,47.6,16,sL,m,Temp,6.8,664,loess,15.7,5.06,1.4,0.0462,9968,6.720,0.001651,2.20,51.3,0.3034,0.1955,1923,0.1833,34.1,6.50,16.84,1.236,8.69,14541,3.485,0.0100,0.00500,0.03626,0.02283,932,17.083,9.083,1673,512,0.288,21.2,0.546,10.40,444,23.49,0.00050,0.00050,16.67,0.000699,193,0.2914,1.6230,0.2315,1.0459,8.3,0.0025,0.0208,2.837,120.2,0.1368,1.183,23.2,0.1119,5.92,36.6,0.620,1.75,0.02,75.31,352028,0.737,4418,9.4,49750,2.74,19164,0.08,620,0.58,3498,0.579,4138,1.07,7938,2.553,21194,0.152,663,0.03,0.012,0.007,0.025,6.49,10,424,1.5,50,7,60,5,7,13,19,25,1,16,10,32,98,2.5,7,2,76,2.5,9,1.5,58,2.5,31,53,486,2.491743481,0.401387431,2.049589614,0.487841339,1.216479469,0.821973237,0.136214566,0.049713345
4221,FRA,180,Ap,ApS,4.7504,44.1216,3900271.373,2349360.695,30,78.7,21,48,28,21.9,49.4,28.6,L,s,Medi,13.6,735,chalk,24.7,7.43,1.2,0.0899,9582,5.018,0.001901,15.87,154.6,0.4120,0.1853,166214,0.2680,19.5,8.44,20.18,1.592,17.92,15991,2.304,0.0100,0.13533,0.03452,0.02173,1980,10.399,14.140,3129,360,0.428,97.8,0.276,23.62,710,27.09,0.00418,0.00155,15.84,0.000250,247,0.3044,2.9315,0.3968,1.5311,354.3,0.0025,0.0640,2.778,20.2,0.1154,0.871,17.6,0.0617,9.50,47.1,2.930,6.28,0.013,38.48,179871,0.419,2512,7.6,40223,3.06,21403,0.054,418,1,6030,22.98,164238,0.35,2596,1.37,11373,0.184,803,0.1,0.04,0.001,0.06,24.13,6,312,1.5,37,10,73,4,19,9,12,10,1,11,31,21,67,2.5,9,2,424,2.5,6,4,71,2.5,23,70,125,2.470410177,0.404699086,2.076074938,0.481647714,1.190225003,0.841182511,0.119427984,0.039028753
