ID,COUNTRY,C_ID,TYPE,TYPE2,XCOO,YCOO,XLAEA,YLAEA,ALT,CIA,sand,silt,clay,sand_norm,silt_norm,clay_norm,soiltype,soilclass,climate,MeanTemp,AnnPrec,PM,CEC,pH_CaCl2,TOC,Ag,Al,As,Au,B,Ba,Be,Bi,Ca,Cd,Ce,Co,Cr,Cs,Cu,Fe,Ga,Ge,Hf,Hg,In,K,La,Li,Mg,Mn,Mo,Na,Nb,Ni,P,Pb,Pd,Pt,Rb,Re,S,Sb,Sc,Se,Sn,Sr,Ta,Te,Th,Ti,Tl,U,V,W,Y,Zn,Zr,C_tot,S_tot,SiO2,Si_XRF,TiO2,Ti_XRF,Al2O3,Al_XRF,Fe2O3,Fe_XRF,MnO,Mn_XRF,MgO,Mg_XRF,CaO,Ca_XRF,Na2O,Na_XRF,K2O,K_XRF,P2O5,P_XRF,SO3,S_XRF,Cl_XRF,F_XRF,LOI,As_XRF,Ba_XRF,Bi_XRF,Ce_XRF,Co_XRF,Cr_XRF,Cs_XRF,Cu_XRF,Ga_XRF,Hf_XRF,La_XRF,Mo_XRF,Nb_XRF,Ni_XRF,Pb_XRF,Rb_XRF,Sb_XRF,Sc_XRF,Sn_XRF,Sr_XRF,Ta_XRF,Th_XRF,U_XRF,V_XRF,W_XRF,Y_XRF,Zn_XRF,Zr_XRF,208_207,207_208,208_206,206_208,206_207,207_206,SUSCEPTIBILITY,SUSCEPTIBILITY/FE2O3
3030,NOR,4,Ap,ApN,21.1533,69.7428,4755222.944,5214082.018,9,55.5,52,51,3,49.1,48.3,2.6,zS,ll,Spbo,0.1,502,other,13.3,5.14,3,0.0184,12511,2.608,0.000834,0.85,44.3,0.2026,0.0698,3189,0.0855,22.4,7.65,38.96,1.271,21.48,17055,4.289,0.0619,0.02783,0.02011,0.00939,2391,13.927,11.713,6397,176,0.372,277.0,1.005,20.66,1074,6.03,0.00272,0.00050,20.78,0.000250,347,0.0318,1.9682,0.2650,0.4688,46.4,0.0025,0.0100,2.764,939.8,0.1220,0.866,38.9,0.0917,4.11,47.6,1.257,3.29,0.032,61.59,287896,0.756,4532,11.62,61499,5.44,38049,0.08,620,2.81,16945,3.792,27101,2.2,16321,1.348,11190,0.302,1318,0.005,0.002,0.025,0.025,9.8,1.5,295,1.5,33,10,96,1.5,13,12,2.5,23,1,10,35,10,45,2.5,16,2,194,2.5,5,1.5,110,2.5,24,71,203,2.563804244,0.389828328,1.951043144,0.512034506,1.313411841,0.760951118,0.271104653,0.049835414
3031,SPA,81,Ap,ApS,-1.6328,41.3183,3347311.11,2099275.91,623,20.2,34,33,22,38.5,36.8,24.8,sL,m,Medi,12.3,396,chalk,16.5,7.53,1.7,0.0098,5667,5.813,0.001259,3.23,194.2,0.3853,0.0989,209774,0.0884,8.1,5.56,8.89,0.807,10.17,9761,1.613,0.0226,0.04178,0.00539,0.00467,1390,4.768,6.237,1880,286,0.574,42.8,0.259,10.17,230,10.95,0.00050,0.00050,8.45,0.000250,6370,0.8170,1.2255,0.0748,0.3523,244.6,0.0025,0.0100,1.887,28.6,0.0780,1.048,10.4,0.0447,3.55,17.5,1.373,6.7,0.669,31.47,147103,0.295,1769,4.03,21329,1.84,12870,0.037,287,0.48,2895,31.61,225917,0.05,371,0.782,6492,0.065,284,1.7,0.6808,0.001,0.025,27.41,5,322,1.5,44,4,23,1.5,10,4,8,10,1,8,10,8,33,2.5,1,2,271,2.5,7,1.5,32,2.5,16,25,195,2.477771283,0.403320911,2.086189343,0.47876412,1.186974072,0.841904092,0.146692824,0.079724361
3032,ITA,62,Ap,ApS,12.6983,42.8986,4541990.841,2203051.553,216,76.9,10,53,27,11.1,58.4,30.4,zL,s,Medi,13.9,870,chalk,27.9,7.4,1.3,0.0645,11852,2.835,0.002134,7.32,159.6,0.5106,0.2470,129930,0.2856,18.6,10.55,27.03,1.222,34.70,18793,2.936,0.0100,0.08868,0.01875,0.02458,2086,9.489,19.492,6344,625,0.748,102.4,0.253,41.96,1056,13.28,0.00241,0.00134,17.04,0.000250,189,0.2337,3.4761,0.4234,0.5896,400.9,0.0025,0.0480,3.345,25.6,0.1283,0.970,20.0,0.0242,10.27,63.2,2.018,5.46,0.026,40.59,189733,0.43,2578,8.87,46945,3.85,26928,0.092,713,1.84,11096,19.5,139367,0.64,4748,1.488,12353,0.257,1122,0.13,0.0521,0.001,0.05,21.9,5,341,1.5,39,9,80,6,29,10,8,10,1,13,50,14,59,2.5,8,2,480,2.5,7,5,72,2.5,27,80,107,2.475106495,0.403757287,2.063082826,0.484127173,1.19897632,0.833477822,0.080887815,0.021009822
3033,CYP,4,Ap,ApS,32.9853,34.6556,6416752.596,1604836.884,8,65.1,33,32,27,35.6,34.9,29.5,L,s,Medi,18.7,426,chalk,32.9,7.61,1.7,0.0501,20414,6.756,0.001512,13.69,105.0,0.6184,0.0931,162265,0.4045,23.3,13.07,48.71,0.993,73.13,22515,4.911,0.0299,0.09933,0.01283,0.02582,5559,13.366,11.468,7651,652,0.927,329.1,0.555,46.47,916,10.84,0.00050,0.00050,19.11,0.000250,108,0.2728,6.2118,0.3292,0.9765,488.9,0.0025,0.0298,2.021,213.7,0.1536,1.161,59.6,0.0310,13.18,56.6,3.523,6.56,0.043,31.28,146215,0.511,3063,7.79,41229,4.5,31474,0.1,774,2,12061,24.02,171671,0.4,2967,1.148,9530,0.235,1026,0.12,0.0481,0.001,0.09,27.54,7,181,1.5,43,17,170,1.5,72,7,2.5,10,1,10,52,12,29,2.5,12,2,574,2.5,6,1.5,105,2.5,27,79,106,2.459624487,0.4062957,2.080788141,0.480009982,1.181354953,0.845923689,1.009775091,0.224394465
3034,BEL,12,Ap,ApS,5.5803,49.5881,4001590.775,2951306.425,274,75.4,50,33,12,52.3,34.8,13,lS,l,Temp,9.2,930,quartz,12.6,4.74,1,0.0311,8799,18.424,0.000423,2.71,48.9,0.7298,0.1400,1047,0.1457,42.5,10.84,24.89,0.850,8.22,23470,2.514,0.0285,0.05346,0.03821,0.02336,1102,23.980,7.183,1122,2283,0.470,19.5,0.352,20.05,863,19.67,0.00050,0.00050,13.92,0.000250,140,0.2139,2.6438,0.1544,0.7253,6.1,0.0025,0.0243,3.402,69.3,0.1118,0.524,43.8,0.0763,9.79,46.8,1.977,0.97,0.015,82.91,387554,0.501,3004,5.11,27045,4.13,28887,0.338,2618,0.35,2111,0.194,1387,0.27,2003,0.957,7945,0.213,930,0.005,0.002,0.01,0.025,4.81,20,201,1.5,63,14,72,5,2.5,6,11,33,1,10,23,21,39,2.5,5,2,36,2.5,8,1.5,75,2.5,29,57,349,2.477508776,0.403439359,2.071023474,0.48243438,1.195760598,0.83589879,0.388311848,0.094022239
3035,POL,97,Ap,ApN,21.0497,50.9305,5094429.042,3149601.249,280,64.6,30,58,14,29.8,56.5,13.7,sZ,l,Temp,7.1,615,loess,18.7,7.01,1.3,0.0287,6877,2.974,0.001335,3.75,44.2,0.2878,0.0980,5635,0.3052,32.6,4.36,13.14,0.770,7.76,9372,1.983,0.0100,0.07393,0.02421,0.01166,1036,17.143,6.109,2016,274,0.172,31.6,0.422,10.29,387,13.85,0.00050,0.00050,10.54,0.000250,185,0.1695,1.8057,0.1380,0.4708,14.5,0.0025,0.0100,3.739,102.6,0.0986,0.703,17.7,0.0370,7.50,33.3,2.812,1.52,0.024,80.17,374746,0.61,3657,6.83,36148,2.04,14268,0.049,379,0.58,3498,1.232,8805,0.82,6083,1.929,16014,0.114,498,0.05,0.02,0.007,0.025,5.34,5,376,1.5,50,4,55,1.5,2.5,7,22,26,1,13,13,18,56,2.5,5,2,79,2.5,11,1.5,37,2.5,30,43,629,2.520296944,0.396608686,2.039897218,0.489837251,1.235007352,0.809349471,0.170408384,0.083533522
3036,FRA,187,Ap,ApS,0.4212,43.8081,3550784.188,2349159.384,134,78.3,34,35,25,36.4,37.1,26.4,L,s,Temp,12.4,786,other,24.1,6.43,1.4,0.0370,17327,18.851,0.001324,2.82,90.6,1.2765,0.2894,3519,0.2248,43.6,16.68,28.78,2.406,21.39,28555,5.072,0.0751,0.11267,0.02639,0.02581,2349,22.183,23.137,2788,946,0.637,61.2,0.440,28.02,471,29.41,0.00255,0.00050,21.08,0.000250,187,0.8371,3.8770,0.2122,1.2093,19.0,0.0025,0.0245,7.045,38.4,0.0985,0.595,35.7,0.1486,8.85,61.3,3.365,1.43,0.022,68.77,321458,0.901,5402,12.74,67427,4.99,34902,0.132,1022,0.78,4704,0.671,4796,0.29,2151,1.995,16561,0.135,589,0.02,0.008,0.01,0.07,8.28,23,336,1.5,94,17,75,10,15,16,9,44,1,21,33,30,105,2.5,10,2,95,2.5,13,1.5,105,2.5,39,78,314,2.47615378,0.403670183,2.078209567,0.480800943,1.191014123,0.839247048,0.100641739,0.020168685
3037,GER,99,Ap,ApS,12.1667,50.4167,4474978.371,3036129.807,472,75.5,29,49,21,29.5,49.3,21.2,sL,m,Temp,7.4,637,other,30,5.92,1.8,0.0619,28876,7.164,0.000973,2.87,216.6,1.2950,0.5207,5964,0.4242,41.5,38.53,40.33,1.668,30.97,68446,10.810,0.0100,0.04834,0.12622,0.04854,3099,20.954,28.606,9701,1354,0.838,128.0,0.530,66.72,1558,30.05,0.00714,0.00240,10.50,0.000554,173,0.8618,5.2881,0.3821,1.9715,45.7,0.0025,0.0484,1.668,866.5,0.0931,0.669,100.4,0.0419,9.92,136.3,1.942,2.05,0.043,50.89,237880,3.345,20054,14.44,76424,11.92,83372,0.192,1487,2.09,12603,1.17,8362,1.84,13650,1.531,12710,0.483,2108,0.01,0.004,0.002,0.12,11.74,14,552,1.5,51,42,66,10,42,21,8,28,1,37,81,29,43,2.5,16,6,141,2.5,7,1.5,196,2.5,32,161,312,2.455536633,0.407048951,2.081516745,0.480004595,1.179154561,0.847627519,0.466744178,0.039156391
3038,UNK,136,Ap,ApS,0.3085,53.1535,3674835.656,3381586.135,5,76.9,39,43,23,36.9,40.8,22.3,sL,m,Temp,9.7,605,other,27.1,6.94,3.1,0.0366,12082,13.624,0.000100,17.98,79.1,0.8084,0.2409,6799,0.1951,35.3,11.60,28.15,2.350,19.10,27466,4.078,0.0100,0.12611,0.05181,0.02602,3207,16.928,24.143,5351,490,1.306,313.9,0.692,29.18,1220,24.89,0.00453,0.00050,22.36,0.000250,405,0.4249,4.0362,0.2564,0.9489,20.5,0.0025,0.0373,4.662,90.9,0.1642,0.759,40.2,0.0768,9.93,89.2,4.006,3.44,0.041,62.07,290139,0.821,4922,13.31,70443,5.26,36790,0.073,565,1.47,8865,1.205,8612,0.82,6083,2.453,20364,0.34,1484,0.1,0.04,0.005,0.025,11.8,20,399,1.5,74,13,98,6,18,17,10,36,1,17,38,31,91,2.5,13,2,104,2.5,13,1.5,105,2.5,33,103,283,2.469322212,0.404736303,2.073132548,0.481886139,1.190533213,0.839495537,0.176784445,0.03360921
3041,UKR,105,Ap,ApN,23.4469,50.1102,5276770.189,3087757.151,276,61.5,121,2,1,97.9,1.2,0.8,S,ll,Temp,7.4,639,quartz,8.2,4.07,1.3,0.0186,1845,1.039,0.000100,1.39,16.0,0.0250,0.0519,211,0.0952,5.8,0.99,2.40,0.219,2.75,2221,0.524,0.0100,0.00500,0.02508,0.00150,165,2.737,1.696,267,171,0.208,11.8,0.079,2.85,289,8.44,0.00050,0.00050,3.51,0.001439,141,0.1504,0.2689,0.0857,0.5573,2.3,0.0025,0.0100,0.415,22.1,0.0341,0.152,4.6,0.0297,0.81,15.6,0.132,1.28,0.017,91.9,429576,0.224,1343,2.56,13549,0.57,3987,0.029,225,0.1,603,0.102,729,0.43,3190,0.737,6118,0.075,327,0.005,0.002,0.006,0.025,3.17,1.5,158,1.5,10,1.5,31,1.5,2.5,1,9,10,1,6,5,14,23,2.5,1,2,29,2.5,2.5,1.5,13,2.5,9,22,276,2.487473128,0.401996546,2.086447381,0.479295842,1.192248336,0.838752389,0.072992662,0.128057301
3042,LAV,25,Ap,ApN,23.9754,56.8678,5167866.913,3834604.612,8,61.5,91,16,1,84.5,14.6,0.9,S,ll,BoTe,6.4,649,org,28.5,5.25,10,0.0010,2287,1.401,0.003826,0.89,64.4,0.0812,0.2871,5782,0.0050,15.0,0.67,44.90,0.138,30.13,10033,0.602,0.0100,0.01828,0.06527,0.00150,336,8.331,1.913,758,227,0.245,17.7,0.248,9.57,1069,8.29,0.01057,0.00050,1.57,0.001914,744,0.1622,0.6221,0.3826,1.4255,37.9,0.0025,0.0248,0.608,42.9,0.0303,0.405,9.1,0.1356,3.34,45.0,0.685,10.3,0.066,70.36,328890,0.12,719,3.02,15983,1.68,11750,0.036,279,0.17,1025,0.968,6918,0.39,2893,1.153,9572,0.258,1126,0.04,0.016,0.007,0.025,21.69,1.5,269,1.5,33,1.5,53,1.5,23,1,2.5,10,1,5,9,12,25,2.5,1,2,75,2.5,2.5,1.5,15,2.5,11,44,154,2.483143233,0.402640267,2.078216275,0.481009367,1.194598702,0.836903376,0.314278565,0.187070575
3043,FIN,9,Ap,ApN,22.3333,60.35,4999784.983,4198128.892,1,57.3,38,36,23,39.4,37,23.6,sL,m,BoTe,5.2,658,other,21.8,7.08,1.5,0.1035,18452,5.293,0.002739,6.95,78.4,0.6421,0.3455,6889,0.1434,62.7,9.13,48.10,3.536,27.03,29054,7.093,0.1453,0.36634,0.06487,0.03337,5607,32.731,30.953,7952,251,0.553,307.8,2.033,22.76,908,13.64,0.00457,0.00312,52.69,0.001258,241,0.1344,5.7995,0.1752,1.3771,29.6,0.0025,0.0353,10.284,1258.0,0.3899,2.773,49.1,0.1877,13.43,83.2,16.637,1.49,0.025,63.88,298600,0.627,3759,13.57,71819,5.51,38539,0.053,410,1.97,11880,1.906,13622,1.91,14169,3.434,28507,0.255,1113,0.06,0.024,0.01,0.09,6.51,5,551,1.5,84,9,75,8,20,19,2.5,27,1,14,26,27,142,2.5,13,2,164,2.5,18,1.5,87,2.5,34,95,235,2.603107203,0.383960751,1.774341944,0.563087169,1.466446265,0.681588975,0.100770857,0.018288722
3044,NOR,54,Ap,ApN,15.4631,68.3497,4548118.759,5034082.204,20,53.6,73,12,1,84.6,13.8,1.6,S,ll,Spbo,4.1,1264,other,11.2,4.17,4.5,0.0130,2525,0.380,0.000100,0.25,19.9,0.0250,0.0201,1528,0.0469,15.3,1.16,5.21,0.155,5.66,7163,1.529,0.0237,0.00500,0.02454,0.00349,317,9.425,1.824,1137,81,0.561,78.5,0.312,1.30,948,3.61,0.00050,0.00050,3.27,0.001319,405,0.0309,1.0912,0.3719,0.1673,17.2,0.0025,0.0100,0.286,343.4,0.0290,0.553,12.7,0.0530,2.96,27.7,0.050,4.77,0.044,59.06,276069,0.515,3087,15.98,84574,2.4,16786,0.047,364,0.69,4161,2.431,17374,4.58,33977,4.011,33297,0.322,1405,0.005,0.002,0.004,0.025,9.52,1.5,2675,1.5,54,1.5,23,1.5,2.5,16,2.5,30,1,6,5,15,48,2.5,7,2,436,2.5,2.5,1.5,32,2.5,12,43,131,2.477963232,0.403426337,2.122067821,0.470983254,1.167399497,0.856333486,0.291944539,0.121643558
3045,SWE,122,Ap,ApN,20.8813,64.0998,4852088.487,4596392.593,12,56.2,74,19,2,77.8,19.8,2.4,S,ll,Spbo,2.5,576,prec,9.6,4.38,2.1,0.1117,3753,1.602,0.000100,0.25,35.1,0.1467,0.0694,852,0.0906,26.3,1.52,9.43,0.796,6.93,6281,1.837,0.0100,0.01125,0.02152,0.00656,433,14.083,3.301,1294,204,0.650,58.1,0.472,4.24,412,6.74,0.00396,0.00050,11.31,0.000250,267,0.1053,0.8198,0.0985,0.4358,6.1,0.0025,0.0100,0.697,211.5,0.1437,1.298,13.5,0.0592,3.79,27.5,0.198,2.23,0.025,73,341230,0.272,1631,11.22,59382,1.97,13779,0.057,441,0.59,3558,1.717,12271,2.76,20475,2.117,17574,0.18,786,0.005,0.002,0.003,0.025,5.9,1.5,521,1.5,42,1.5,26,1.5,2.5,12,7,25,1,7,7,22,62,2.5,5,2,198,2.5,9,1.5,27,2.5,22,43,216,2.672223269,0.374135368,1.907538795,0.524050364,1.400648006,0.7138136,0.022959559,0.011654599
3046,SWE,24,Ap,ApN,12.2214,58.1742,4451899.823,3899005.514,48,60.5,38,42,19,38.3,42.6,19.1,sL,m,BoTe,6.9,786,prec,16.9,4.71,2.3,0.0585,16362,4.459,0.000474,4.89,99.0,1.1097,0.2026,2877,0.1750,59.3,9.98,17.65,3.012,14.58,24006,5.671,0.0717,0.03839,0.04871,0.02989,2674,29.063,18.027,4067,866,1.321,114.3,1.315,10.11,937,21.51,0.00635,0.00050,48.41,0.000810,280,0.2362,3.9429,0.6424,1.8159,26.4,0.0025,0.0524,4.772,519.2,0.2895,2.328,42.0,0.0600,12.64,76.2,1.888,2.4,0.028,64.78,302807,0.633,3795,12.75,67480,4.77,33363,0.144,1115,1.03,6211,1.502,10735,2,14837,3.059,25394,0.28,1222,0.005,0.002,0.003,0.025,8.72,6,634,1.5,81,12,43,5,12,16,5,43,1,17,13,31,130,2.5,10,2,166,2.5,15,3,76,2.5,34,87,318,2.504311667,0.399137087,1.939706607,0.515180943,1.290624115,0.774479058,0.094304753,0.019770389
3047,HEL,20,Ap,ApS,21.8353,40.6761,5321697.384,2031523.111,660,74.5,27,47,22,28.6,48.7,22.7,sL,m,Medi,11.2,542,green,31.3,7.28,2.5,0.1858,24802,6.343,0.003677,8.26,85.6,0.5261,0.2482,44791,0.4503,25.3,29.45,427.89,1.325,62.99,32046,5.820,0.0456,0.14173,0.05956,0.01350,3040,13.208,23.739,26549,971,0.333,52.3,0.588,349.88,1999,27.22,0.00620,0.00161,22.07,0.000250,257,0.3190,6.0794,0.2203,3.2082,56.5,0.0025,0.0560,3.113,210.2,0.1468,0.612,47.3,0.1045,9.81,81.7,4.718,3.98,0.051,49.21,230027,0.55,3297,9.91,52449,5.97,41756,0.142,1100,6.71,40464,7.516,53717,0.61,4525,1.471,12211,0.501,2186,0.12,0.0481,0.001,0.11,16.82,8,263,1.5,37,34,757,1.5,58,11,5,10,1,12,431,28,56,2.5,14,6,85,2.5,6,1.5,95,2.5,30,105,133,2.473142645,0.404185505,2.063992534,0.484145744,1.197781193,0.834527604,0.701113408,0.117439432
3048,POL,47,Ap,ApN,14.7258,52.6883,4640308.617,3296970.171,37,60.9,81,15,4,81.2,15.3,3.5,S,ll,Temp,8.9,537,quartz,13,5.96,1.5,0.0264,3827,2.165,0.000100,3.10,37.2,0.1669,0.0679,1864,0.1255,13.2,2.18,6.71,0.375,5.27,5403,1.132,0.0100,0.03156,0.02397,0.00629,443,6.739,3.644,798,198,0.161,32.9,0.275,4.27,407,12.52,0.00390,0.00050,4.81,0.001668,203,0.2064,0.7468,0.2693,0.4600,8.4,0.0025,0.0100,1.079,56.7,0.0633,0.420,9.5,0.0513,2.47,22.5,0.929,1.54,0.02,87.68,409851,0.284,1703,4.08,21593,1.13,7904,0.035,271,0.23,1387,0.476,3402,0.51,3783,1.224,10161,0.111,484,0.005,0.002,0.005,0.025,4.08,1.5,262,1.5,10,4,23,1.5,2.5,4,9,10,1,6,6,19,33,2.5,3,2,51,2.5,2.5,1.5,23,2.5,13,32,267,2.495221012,0.400734304,2.042370743,0.489546998,1.221604409,0.818498905,0.076722813,0.067896295
3049,LIT,22,Ap,ApN,21.9272,56.3214,5055612.842,3752082.933,116,66,37,43,16,38.5,44.8,16.7,sL,m,BoTe,6.1,755,other,17.1,6.42,1.7,0.0324,9226,2.936,0.000100,2.60,46.1,0.2290,0.1307,2946,0.1467,32.9,4.85,14.46,0.835,6.62,12329,3.031,0.0100,0.06103,0.02826,0.00935,1555,17.019,11.899,2855,319,0.152,29.9,0.501,9.92,596,12.31,0.00141,0.00050,17.49,0.000250,187,0.1051,2.1567,0.2045,0.5288,17.2,0.0025,0.0100,2.431,109.2,0.1192,0.765,20.2,0.0462,7.10,35.9,1.631,1.81,0.019,77.78,363574,0.477,2860,7.99,42287,2.5,17486,0.056,434,0.75,4523,0.721,5153,0.61,4525,2.62,21750,0.165,720,0.01,0.004,0.003,0.025,6.12,5,406,1.5,50,8,40,4,2.5,8,5,22,1,11,10,14,82,2.5,6,2,75,2.5,9,1.5,50,2.5,24,49,298,2.516345786,0.397293266,2.000210704,0.49971454,1.257765964,0.794865313,0.045514743,0.018205897
3051,SIL,10,Ap,ApS,8.6025,47.3931,4215424.826,2698713.004,440,69.8,49,24,19,53.1,26.1,20.8,sL,m,Temp,9.2,1085,other,22.9,7.08,2,0.0597,11445,9.078,0.007858,3.07,67.0,0.5699,0.2091,12910,0.2980,20.7,8.06,33.07,0.822,23.88,17203,2.908,0.0464,0.06810,0.03787,0.02125,1560,10.095,18.145,8015,894,0.770,31.7,0.384,31.97,976,25.75,0.00457,0.00050,13.24,0.000250,261,0.4224,2.9223,0.3332,1.3706,20.9,0.0025,0.0100,2.610,63.9,0.1170,0.828,38.9,0.1689,9.75,56.4,2.215,2.37,0.032,71.62,334780,0.49,2938,8.5,44986,3.31,23151,0.134,1038,1.83,11036,2.015,14401,0.92,6825,1.653,13722,0.255,1113,0.09,0.036,0.001,0.025,8.97,11,235,1.5,50,10,101,6,22,10,9,24,1,12,42,30,77,2.5,8,2,60,2.5,11,1.5,80,2.5,27,72,224,2.452482357,0.407596304,2.067286258,0.483416961,1.185932407,0.842874286,0.164851531,0.049804088
3052,UNK,60,Ap,ApS,1.1681,51.3186,3707001.763,3171370.588,20,67.4,33,40,23,34.1,41.6,24.3,sL,m,Temp,10.2,597,loess,24.2,6.97,1.9,0.0425,10507,6.806,0.000712,5.13,47.6,0.6826,0.1413,3857,0.1660,34.4,8.31,21.83,1.252,11.37,18729,3.082,0.0306,0.12550,0.05201,0.01974,1657,16.306,13.781,2142,343,0.345,48.5,0.308,14.91,411,19.05,0.00452,0.00050,17.02,0.000740,213,0.3109,3.2954,0.5150,0.7912,20.8,0.0025,0.0473,4.074,36.4,0.1029,0.773,35.5,0.0360,8.27,40.3,3.823,1.91,0.025,74.04,346092,0.751,4502,8.84,46786,3.73,26089,0.059,457,0.63,3799,0.758,5417,0.67,4970,1.773,14719,0.122,532,0.02,0.008,0.003,0.025,8.35,10,313,1.5,59,11,83,4,8,10,9,10,1,14,22,22,71,2.5,9,2,78,2.5,11,1.5,83,2.5,31,55,477,2.48037348,0.403042406,2.077667044,0.481032134,1.193488678,0.837631666,0.096667416,0.025916197
3053,SWE,67,Ap,ApN,15.7038,64.3494,4597916.001,4593941.684,306,57,66,33,1,66.2,32.9,0.9,zS,ll,Spbo,2.0,591,other,10.3,4.57,2.1,0.0793,7523,3.380,0.000100,1.60,80.2,0.0932,0.0918,1229,0.1184,20.5,4.10,12.65,0.747,7.14,13751,2.829,0.0100,0.03420,0.03919,0.01273,546,10.896,8.637,2066,297,1.551,58.3,0.572,8.49,455,7.23,0.00468,0.00050,11.83,0.000250,157,0.1386,1.0976,0.1824,0.3880,6.6,0.0025,0.0278,1.077,234.1,0.0861,0.717,22.4,0.0456,3.13,40.7,0.674,2.21,0.019,70.02,327301,0.876,5252,10,52925,4.64,32454,0.103,798,1.59,9588,2.369,16931,1.63,12092,1.457,12095,0.137,598,0.005,0.002,0.009,0.025,6.92,1.5,404,1.5,25,10,86,5,2.5,12,7,27,1,15,17,13,59,2.5,14,2,117,2.5,6,1.5,103,2.5,29,60,320,2.4644233,0.405663646,1.968593601,0.507746186,1.251581016,0.798765051,0.152670529,0.032903131
3055,FRA,183,Ap,ApS,2.8849,44.0145,3750136.434,2349867.314,634,79.5,31,50,23,29.9,48.2,21.9,sL,m,Temp,11.6,755,other,28.6,7.28,2.1,0.1435,12627,26.908,0.000100,5.47,54.4,1.9007,0.3608,46691,0.6867,49.6,18.35,21.19,2.208,20.20,23067,3.194,0.0430,0.22587,0.05008,0.03338,2833,29.248,10.471,4105,1399,0.653,75.0,0.145,40.65,780,43.63,0.00050,0.00128,23.64,0.000602,277,2.9909,7.1228,0.6042,0.8110,72.5,0.0066,0.0652,4.245,13.3,0.2704,0.588,22.2,0.0460,24.16,92.9,5.498,3.78,0.036,57.15,267141,0.672,4029,10.27,54354,4.57,31964,0.186,1440,1.43,8623,7.268,51944,0.07,519,2.335,19384,0.214,934,0.11,0.0441,0.004,0.13,15.36,32,206,1.5,89,21,79,16,18,14,2.5,51,1,16,50,45,127,2.5,16,2,205,2.5,12,1.5,99,2.5,41,118,157,2.470495889,0.404640221,2.078476027,0.480857525,1.188261357,0.841251607,0.40348642,0.088290245
3056,UNK,108,Ap,ApS,-6.7221,54.8095,3256621.373,3646787.813,60,67,59,26,6,64.2,28.8,7,lS,l,Temp,8.5,984,other,16.8,5.32,3,0.0898,12877,3.566,0.000100,0.85,52.6,0.1367,0.0885,2230,0.1533,15.2,8.57,42.01,0.726,25.97,20038,3.343,0.0429,0.01125,0.08877,0.01407,672,7.075,5.189,3174,430,0.306,34.8,0.312,22.98,649,14.86,0.00050,0.00050,7.69,0.000250,297,0.3389,2.7224,0.2823,0.7277,9.1,0.0025,0.0396,0.666,329.3,0.0557,0.602,44.1,0.0390,2.97,38.1,0.605,2.92,0.027,73.41,343147,0.731,4382,7.94,42023,3.74,26159,0.067,519,0.77,4643,0.449,3209,0.35,2596,2.486,20637,0.209,912,0.005,0.002,0.002,0.025,9.62,5,362,1.5,25,9,155,1.5,24,10,8,10,1,10,29,18,49,2.5,7,2,52,2.5,5,1.5,80,2.5,14,50,327,2.45738437,0.40684779,2.094730237,0.477202076,1.172902284,0.852406223,0.472444688,0.126322109
3058,SPA,152,Ap,ApS,-1.7703,39.0311,3300106.906,1850527.591,692,82.7,70,18,12,69.7,17.9,12.4,lS,l,Medi,14.2,385,chalk,22.1,7.52,1.3,0.0126,7507,2.923,0.001171,6.96,46.8,0.2468,0.0587,241669,0.1165,10.2,2.70,8.78,0.563,3.98,4840,1.537,0.0100,0.07336,0.01992,0.00651,1648,5.387,5.052,7349,104,0.112,74.2,0.206,6.76,310,7.14,0.00187,0.00168,7.78,0.000250,379,0.1607,1.2579,0.2089,0.3002,377.5,0.0025,0.0404,1.081,33.5,0.0617,0.364,6.9,0.0557,3.53,8.8,2.217,9.62,0.025,21.64,101154,0.155,929,2.62,13866,1,6994,0.015,116,1.59,9588,38.03,271801,0.04,297,0.444,3686,0.084,367,0.1,0.04,0.001,0.025,34.17,1.5,96,1.5,31,7,18,1.5,2.5,3,10,10,1,5,6,6,15,2.5,1,2,391,2.5,2.5,1.5,18,2.5,12,19,111,2.478698923,0.403312826,2.074061065,0.481887836,1.194792143,0.836730889,0.225389683,0.225389683
3059,HEL,13,Ap,ApS,23.6397,40.4833,5476034.375,2036137.512,515,69.8,37,44,20,36.9,43.3,19.8,sL,m,Medi,13.1,522,green,16.6,4.21,2.1,0.0546,22213,22.744,0.002711,1.09,110.0,1.1227,0.3183,1472,0.2342,46.4,25.61,145.10,2.842,33.24,32284,6.251,0.0666,0.02481,0.02350,0.02956,2594,23.683,24.720,7907,1437,0.849,50.5,0.888,84.20,744,51.93,0.00243,0.00050,59.61,0.000555,177,0.6363,5.1451,0.5916,0.9791,10.6,0.0025,0.0503,5.706,483.5,0.3692,1.728,59.4,0.0749,11.54,78.1,1.680,1.99,0.011,61.78,288784,0.917,5497,14.23,75312,6.09,42595,0.207,1603,2.32,13990,1.271,9084,1.19,8828,1.911,15864,0.222,969,0.02,0.008,0.001,0.07,9.48,29,452,1.5,62,30,262,7,30,18,8,26,1,17,122,57,120,2.5,16,2,96,2.5,13,5,129,2.5,37,101,293,2.479551584,0.403253216,2.066975089,0.483663132,1.199418576,0.833619224,0.268000647,0.044006674
